index,nctid,MTI_condition,DUI,TUI,condition_id
10997,NCT04894214,"Respiration, Artificial",D012121,T036100,condition_112
10998,NCT04894227,COVID-19,D000086382,T001007884,condition_3
10999,NCT04894253,Systemic Lupus,0,0,condition_1332
11000,NCT04894266,COVID-19,D000086382,T001007884,condition_3
11001,NCT04894279,COVID-19,D000086382,T001007884,condition_3
11002,NCT04894305,Health Status,D006304,T019120,condition_188
11003,NCT04894331,Nickel,D009532,T028387,condition_1333
11004,NCT04894409,COVID-19,D000086382,T001007884,condition_3
11005,NCT04894435,COVID-19,D000086382,T001007884,condition_3
11006,NCT04894448,HIV Infections,D015658,T046323,condition_8
11007,NCT04894474,COVID-19,D000086382,T001007884,condition_3
11008,NCT04894617,COVID-19,D000086382,T001007884,condition_3
11009,NCT04894682,Lung Neoplasms,D008175,T024371,condition_27
11010,NCT04894682,Solitary Pulmonary Nodule,D003074,T008914,condition_1334
11012,NCT04894682,COVID-19,D000086382,T001007884,condition_3
11013,NCT04894682,Drug-Related Side Effects and Adverse Reactions,D064420,T837951,condition_280
11015,NCT04894721,COVID-19,D000086382,T001007884,condition_3
11016,NCT04894760,COVID-19,D000086382,T001007884,condition_3
11017,NCT04895007,COVID-19 Vaccines,D000086663,T001080092,condition_943
11018,NCT04895085,COVID-19,D000086382,T001007884,condition_3
11019,NCT04895085,Disabled Children,D019988,T059596,condition_1335
11020,NCT04895189,COVID-19,D000086382,T001007884,condition_3
11021,NCT04895267,COVID-19,D000086382,T001007884,condition_3
11022,NCT04895267,Respiratory Distress Syndrome,D012128,T001010711,condition_14
11023,NCT04895267,Hypoxia,D000860,T002508,condition_310
11024,NCT04895371,COVID-19,D000086382,T001007884,condition_3
11026,NCT04895449,COVID-19,D000086382,T001007884,condition_3
11027,NCT04895462,Ischemic Stroke,D000083242,T001004996,condition_636
11028,NCT04895462,COVID-19,D000086382,T001007884,condition_3
11029,NCT04895475,COVID-19,D000086382,T001007884,condition_3
11030,NCT04895475,"Immunity, Humoral",D056724,T002708,condition_1336
11032,NCT04895475,SARS Virus,D045473,T538594,condition_110
11033,NCT04895683,COVID-19,D000086382,T001007884,condition_3
11034,NCT04895982,COVID-19,D000086382,T001007884,condition_3
11035,NCT04896060,COVID-19,D000086382,T001007884,condition_3
11036,NCT04896060,Obesity,D009765,T029022,condition_13
11037,NCT04896541,COVID-19,D000086382,T001007884,condition_3
11038,NCT04896606,COVID-19,D000086382,T001007884,condition_3
11039,NCT04896710,COVID-19,D000086382,T001007884,condition_3
11040,NCT04896710,Virus Shedding,D017201,T051283,condition_541
11041,NCT04896762,COVID-19,D000086382,T001007884,condition_3
11042,NCT04896788,"Personnel, Hospital",D010564,T031186,condition_1337
11043,NCT04896788,COVID-19,D000086382,T001007884,condition_3
11044,NCT04896840,Cerebral Palsy,D002547,T007419,condition_911
11045,NCT04896840,Telerehabilitation,D000069350,T000879642,condition_245
11046,NCT04896840,Learning,D007858,T023447,condition_1338
11047,NCT04896853,COVID-19,D000086382,T001007884,condition_3
11048,NCT04896866,COVID-19,D000086382,T001007884,condition_3
11052,NCT04896866,"RNA, Viral",D012367,T036801,condition_195
11054,NCT04896905,COVID-19,D000086382,T001007884,condition_3
11055,NCT04896918,COVID-19,D000086382,T001007884,condition_3
11056,NCT04896944,Precariousness,0,0,condition_1339
11057,NCT04896944,Critical Illness,D016638,T049821,condition_17
11058,NCT04896944,COVID-19,D000086382,T001007884,condition_3
11059,NCT04896957,COVID-19,D000086382,T001007884,condition_3
11060,NCT04896970,COVID-19,D000086382,T001007884,condition_3
11061,NCT04896983,Mental Health,D008603,T025592,condition_212
11062,NCT04897152,Pneumothorax,D011030,T032440,condition_1340
11063,NCT04897152,Mediastinal Emphysema,D008478,T025203,condition_1341
11064,NCT04897152,COVID-19,D000086382,T001007884,condition_3
11065,NCT04897646,"Sleep Apnea, Obstructive",D020181,T358295,condition_409
11066,NCT04898062,COVID-19,D000086382,T001007884,condition_3
11067,NCT04898088,COVID-19,D000086382,T001007884,condition_3
11068,NCT04898127,COVID-19,D000086382,T001007884,condition_3
11069,NCT04898140,COVID-19,D000086382,T001007884,condition_3
11070,NCT04898140,Respiratory Tract Infections,D012141,T036165,condition_26
11071,NCT04898166,Alopecia,D000505,T001475,condition_465
11072,NCT04898166,COVID-19,D000086382,T001007884,condition_3
11077,NCT04898179,COVID-19,D000086382,T001007884,condition_3
11078,NCT04898192,Pregnant Women,D037841,T033128,condition_360
11079,NCT04898205,COVID-19,D000086382,T001007884,condition_3
11080,NCT04898205,Virus Diseases,D014777,T043232,condition_181
11081,NCT04898738,COVID-19,D000086382,T001007884,condition_3
11083,NCT04898946,COVID-19 Vaccines,D000086663,T001080092,condition_943
11084,NCT04898985,COVID-19,D000086382,T001007884,condition_3
11085,NCT04899232,Antithrombin III Deficiency,D020152,T059946,condition_1342
11086,NCT04899232,COVID-19,D000086382,T001007884,condition_3
11087,NCT04899245,Disabled Children,D019988,T059596,condition_1335
11088,NCT04899245,COVID-19,D000086382,T001007884,condition_3
11089,NCT04900129,COVID-19,D000086382,T001007884,condition_3
11090,NCT04900155,ST Elevation Myocardial Infarction,D000072657,T000900888,condition_669
11091,NCT04900155,COVID-19,D000086382,T001007884,condition_3
11092,NCT04900155,Non-ST Elevated Myocardial Infarction,D000072658,T000901383,condition_1343
11093,NCT04900233,COVID-19,D000086382,T001007884,condition_3
11094,NCT04900233,Emergencies,D004630,T014115,condition_439
11095,NCT04900233,Appendicitis,D001064,T003233,condition_639
11096,NCT04900233,Cause of Death,D002423,T007026,condition_451
11097,NCT04900259,Urinary Bladder,D001743,T653367,condition_55
11098,NCT04900259,COVID-19,D000086382,T001007884,condition_3
11099,NCT04900337,COVID-19,D000086382,T001007884,condition_3
11100,NCT04900376,Retirement,D012179,T036248,condition_1344
11101,NCT04900389,Social Stigma,D057545,T764400,condition_1345
11102,NCT04900389,Anxiety,D001007,T003092,condition_104
11103,NCT04900402,COVID-19,D000086382,T001007884,condition_3
11104,NCT04900402,Disabled Persons,D006233,T018902,condition_906
11105,NCT04900402,Quality of Life,D011788,T034831,condition_455
11106,NCT04900415,COVID-19,D000086382,T001007884,condition_3
11107,NCT04900428,COVID-19,D000086382,T001007884,condition_3
11108,NCT04900441,COVID-19,D000086382,T001007884,condition_3
11109,NCT04900454,COVID-19,D000086382,T001007884,condition_3
11110,NCT04900467,"RNA, Messenger",D012333,T036617,condition_1346
11111,NCT04900961,COVID-19,D000086382,T001007884,condition_3
11112,NCT04901065,COVID-19,D000086382,T001007884,condition_3
11113,NCT04901624,COVID-19,D000086382,T001007884,condition_3
11114,NCT04901676,COVID-19,D000086382,T001007884,condition_3
11115,NCT04901689,COVID-19,D000086382,T001007884,condition_3
11116,NCT04902118,"Burnout, Psychological",D000077062,T000936505,condition_474
11117,NCT04902157,COVID-19,D000086382,T001007884,condition_3
11118,NCT04902183,COVID-19,D000086382,T001007884,condition_3
11119,NCT04902911,COVID-19,D000086382,T001007884,condition_3
11120,NCT04902976,COVID-19,D000086382,T001007884,condition_3
11121,NCT04903132,"RNA, Viral",D012367,T036801,condition_195
11122,NCT04903184,COVID-19,D000086382,T001007884,condition_3
11123,NCT04903327,COVID-19,D000086382,T001007884,condition_3
11124,NCT04903834,COVID-19,D000086382,T001007884,condition_3
11126,NCT04904445,Cystic Fibrosis,D003550,T010315,condition_21
11127,NCT04904471,COVID-19,D000086382,T001007884,condition_3
11128,NCT04904484,Aerosols,D000336,T001087,condition_1113
11129,NCT04904484,COVID-19,D000086382,T001007884,condition_3
11130,NCT04904484,Noninvasive Ventilation,D063087,T818086,condition_834
11131,NCT04904497,COVID-19,D000086382,T001007884,condition_3
11132,NCT04904497,Critical Illness,D016638,T049821,condition_17
11133,NCT04904497,Cognition Disorders,D003072,T008904,condition_1347
11134,NCT04904497,"Impairment, Coordination",0,0,condition_1348
11135,NCT04904510,COVID-19,D000086382,T001007884,condition_3
11136,NCT04904523,COVID-19,D000086382,T001007884,condition_3
11137,NCT04904523,Sepsis,D018805,T056029,condition_11
11138,NCT04904536,Neuropsychological Tests,D009483,T028275,condition_1349
11139,NCT04904549,COVID-19,D000086382,T001007884,condition_3
11140,NCT04904692,COVID-19,D000086382,T001007884,condition_3
11141,NCT04904731,Noninvasive Ventilation,D063087,T818086,condition_834
11142,NCT04904731,COVID-19,D000086382,T001007884,condition_3
11143,NCT04904731,Diaphragm,D003964,T012011,condition_1177
11144,NCT04904744,Patient Acceptance of Health Care,D010342,T030540,condition_491
11145,NCT04904744,Vaccine-Preventable Diseases,D000079263,T000945546,condition_937
11146,NCT04904783,COVID-19,D000086382,T001007884,condition_3
11147,NCT04904783,Pneumonia,D011014,T032393,condition_74
11148,NCT04905823,"Diabetes Mellitus, Type 1",D003922,T011740,condition_7
11149,NCT04905836,COVID-19,D000086382,T001007884,condition_3
11150,NCT04905862,Renal Dialysis,D006435,T019439,condition_527
11151,NCT04905875,COVID-19,D000086382,T001007884,condition_3
11152,NCT04905888,COVID-19,D000086382,T001007884,condition_3
11153,NCT04906694,COVID-19,D000086382,T001007884,condition_3
11154,NCT04906850,COVID-19,D000086382,T001007884,condition_3
11155,NCT04907331,"RNA, Viral",D012367,T036801,condition_195
11156,NCT04907877,COVID-19,D000086382,T001007884,condition_3
11157,NCT04907890,COVID-19,D000086382,T001007884,condition_3
11159,NCT04907903,Mental Disorders,D001523,T004427,condition_309
11160,NCT04907916,COVID-19,D000086382,T001007884,condition_3
11161,NCT04907942,"Stress, Psychological",D013315,T039102,condition_177
11162,NCT04907942,Loneliness,D008132,T024259,condition_436
11163,NCT04907942,COVID-19,D000086382,T001007884,condition_3
11164,NCT04907942,Hydrocortisone,D006854,T020679,condition_172
11165,NCT04907981,COVID-19,D000086382,T001007884,condition_3
11166,NCT04907994,COVID-19,D000086382,T001007884,condition_3
11167,NCT04908007,COVID-19,D000086382,T001007884,condition_3
11168,NCT04909476,COVID-19,D000086382,T001007884,condition_3
11169,NCT04909476,"Intubation, Intratracheal",D007442,T022352,condition_170
11170,NCT04909853,Renal Insufficiency,D051437,T051037,condition_447
11171,NCT04909879,Respiratory Distress Syndrome,D012128,T001010711,condition_14
11173,NCT04909892,COVID-19,D000086382,T001007884,condition_3
11174,NCT04909905,COVID-19,D000086382,T001007884,condition_3
11175,NCT04909918,COVID-19,D000086382,T001007884,condition_3
11176,NCT04909996,COVID-19,D000086382,T001007884,condition_3
11177,NCT04910113,COVID-19,D000086382,T001007884,condition_3
11178,NCT04910191,COVID-19,D000086382,T001007884,condition_3
11179,NCT04910230,COVID-19,D000086382,T001007884,condition_3
11180,NCT04910230,Lymphopenia,D008231,T024527,condition_532
11181,NCT04910243,COVID-19,D000086382,T001007884,condition_3
11182,NCT04910243,Emotions,D004644,T014194,condition_607
11183,NCT04910269,COVID-19,D000086382,T001007884,condition_3
11184,NCT04910269,"RNA, Viral",D012367,T036801,condition_195
11186,NCT04910282,COVID-19,D000086382,T001007884,condition_3
11187,NCT04910282,Glaucoma,D005901,T017836,condition_98
11188,NCT04910295,Neoplasms,D009369,T027926,condition_1
11189,NCT04910295,COVID-19,D000086382,T001007884,condition_3
11190,NCT04910334,COVID-19,D000086382,T001007884,condition_3
11191,NCT04910360,COVID-19,D000086382,T001007884,condition_3
11192,NCT04910360,Pulmonary Embolism,D011655,T034418,condition_249
11193,NCT04910360,Genetic Predisposition to Disease,D020022,T059662,condition_585
11194,NCT04910516,COVID-19,D000086382,T001007884,condition_3
11195,NCT04910542,COVID-19,D000086382,T001007884,condition_3
11196,NCT04910607,Obesity,D009765,T029022,condition_13
11197,NCT04910607,COVID-19,D000086382,T001007884,condition_3
11198,NCT04910633,Neoplasms,D009369,T027926,condition_1
11199,NCT04910633,Adenocarcinoma of Lung,D000077192,T000937330,condition_330
11200,NCT04910633,COVID-19,D000086382,T001007884,condition_3
11201,NCT04910880,COVID-19,D000086382,T001007884,condition_3
11202,NCT04910880,"Students, Medical",D013337,T039157,condition_626
11203,NCT04910880,Physical Therapy Modalities,D026741,T633896,condition_394
11204,NCT04910932,Case-Control Studies,D016022,T047566,condition_1350
11205,NCT04910958,"Abortion, Induced",D000028,T000076,condition_1351
11206,NCT04910958,COVID-19,D000086382,T001007884,condition_3
11207,NCT04910958,"Abortion, Spontaneous",D000022,T000053,condition_1127
11208,NCT04910971,COVID-19 Vaccines,D000086663,T001080092,condition_943
11209,NCT04910971,COVID-19,D000086382,T001007884,condition_3
11210,NCT04910971,Drug-Related Side Effects and Adverse Reactions,D064420,T837951,condition_280
11211,NCT04910971,Vaccines,D014612,T042715,condition_1057
11212,NCT04910971,Inflammation,D007249,T021731,condition_25
11213,NCT04910971,Thrombosis,D013927,T040854,condition_379
11214,NCT04911777,COVID-19,D000086382,T001007884,condition_3
11215,NCT04911790,COVID-19,D000086382,T001007884,condition_3
11216,NCT04911868,COVID-19,D000086382,T001007884,condition_3
11217,NCT04912011,COVID-19,D000086382,T001007884,condition_3
11218,NCT04912284,COVID-19,D000086382,T001007884,condition_3
11219,NCT04912700,COVID-19,D000086382,T001007884,condition_3
11220,NCT04912778,COVID-19,D000086382,T001007884,condition_3
11221,NCT04912791,"Anesthesia, Obstetrical",D000773,T002295,condition_1115
11222,NCT04912804,COVID-19,D000086382,T001007884,condition_3
11223,NCT04912817,Pain,D010146,T030048,condition_140
11224,NCT04912895,COVID-19,D000086382,T001007884,condition_3
11225,NCT04912921,Inflammation,D007249,T021731,condition_25
11226,NCT04912921,COVID-19,D000086382,T001007884,condition_3
11227,NCT04912934,Metabolic Syndrome,D024821,T000912444,condition_1029
11228,NCT04912934,Emotions,D004644,T014194,condition_607
11229,NCT04912934,COVID-19,D000086382,T001007884,condition_3
11230,NCT04913116,"RNA, Viral",D012367,T036801,condition_195
11231,NCT04913116,COVID-19 Testing,D000086742,T001081167,condition_1123
11232,NCT04913129,COVID-19,D000086382,T001007884,condition_3
11233,NCT04913142,COVID-19,D000086382,T001007884,condition_3
11234,NCT04913675,COVID-19,D000086382,T001007884,condition_3
11235,NCT04913701,"RNA, Viral",D012367,T036801,condition_195
11236,NCT04913740,Skin Diseases,D012871,T037939,condition_311
11237,NCT04913766,Depression,D003863,T011484,condition_105
11238,NCT04913779,COVID-19,D000086382,T001007884,condition_3
11241,NCT04913948,COVID-19,D000086382,T001007884,condition_3
11244,NCT04913948,"Infectious Disease Transmission, Vertical",D018445,T712671,condition_603
11245,NCT04913948,Pregnancy,0,0,condition_210
11246,NCT04914013,COVID-19,D000086382,T001007884,condition_3
11247,NCT04914364,COVID-19,D000086382,T001007884,condition_3
11248,NCT04914377,COVID-19,D000086382,T001007884,condition_3
11249,NCT04914754,COVID-19,D000086382,T001007884,condition_3
11250,NCT04914767,"RNA, Viral",D012367,T036801,condition_195
11251,NCT04914832,Vaccine-Preventable Diseases,D000079263,T000945546,condition_937
11252,NCT04915001,COVID-19,D000086382,T001007884,condition_3
11253,NCT04915781,COVID-19,D000086382,T001007884,condition_3
11255,NCT04915820,"Anemia, Iron-Deficiency",D018798,T056002,condition_1352
11256,NCT04915820,Vaccines,D014612,T042715,condition_1057
11257,NCT04915820,COVID-19 Vaccines,D000086663,T001080092,condition_943
11259,NCT04915989,COVID-19,D000086382,T001007884,condition_3
11260,NCT04916275,COVID-19,D000086382,T001007884,condition_3
11261,NCT04916275,"Stress Disorders, Post-Traumatic",D013313,T039096,condition_95
11262,NCT04916275,Anxiety,D001007,T003092,condition_104
11263,NCT04916275,Bipolar Disorder,D001714,T004982,condition_109
11264,NCT04916275,Substance-Related Disorders,D019966,T059525,condition_740
11265,NCT04916561,COVID-19,D000086382,T001007884,condition_3
11266,NCT04916574,"RNA, Viral",D012367,T036801,condition_195
11267,NCT04916574,COVID-19,D000086382,T001007884,condition_3
11268,NCT04916639,COVID-19,D000086382,T001007884,condition_3
11269,NCT04916821,"RNA, Viral",D012367,T036801,condition_195
11270,NCT04916834,COVID-19,D000086382,T001007884,condition_3
11271,NCT04916834,SARS Virus,D045473,T538594,condition_110
11272,NCT04916834,Lung,D008168,T024344,condition_38
11273,NCT04916834,"Pneumonia, Viral",D011024,T032427,condition_133
11274,NCT04916847,Immune Response,0,0,condition_629
11275,NCT04916873,Cerebral Palsy,D002547,T007419,condition_911
11276,NCT04916873,COVID-19,D000086382,T001007884,condition_3
11277,NCT04916873,Anxiety,D001007,T003092,condition_104
11278,NCT04916886,COVID-19,D000086382,T001007884,condition_3
